0,1,2,3,4,label
1.0,0.25,0.4,0.0,0.27,2
1.0,0.917,0.08,0.0,0.27,2
0.0,0.917,0.08,0.0,0.27,2
0.0,0.917,0.08,1.0,0.556,2
1.0,0.542,0.84,1.0,0.222,2
0.0,0.667,0.64,1.0,0.254,2
1.0,0.333,0.16,1.0,0.333,2
1.0,0.708,0.96,1.0,0.349,2
0.0,0.667,0.64,1.0,0.444,2
1.0,0.0,0.56,1.0,0.444,2
1.0,0.0,0.28,1.0,0.238,1
0.0,0.417,0.6,1.0,0.302,1
0.0,0.875,0.48,1.0,0.381,1
1.0,0.333,0.04,1.0,0.175,1
1.0,0.5,0.0,1.0,0.27,1
0.0,0.208,0.64,1.0,0.508,1
1.0,0.917,0.08,0.0,0.27,1
0.0,0.917,0.08,0.0,0.27,1
1.0,0.208,0.64,1.0,0.54,1
0.0,0.875,0.08,1.0,0.19,1
1.0,0.792,0.04,1.0,0.349,1
1.0,0.917,0.08,1.0,0.111,1
1.0,0.792,0.04,1.0,0.175,0
0.0,0.917,0.08,1.0,0.556,0
1.0,0.5,0.0,1.0,0.413,0
1.0,0.375,0.08,1.0,0.254,0
1.0,0.25,0.4,1.0,0.429,0
0.0,0.542,0.56,1.0,0.46,0
1.0,0.292,0.08,1.0,0.381,0
1.0,0.458,0.24,1.0,0.492,0
1.0,0.292,0.24,1.0,0.317,0
1.0,0.583,0.0,1.0,1.0,0
1.0,0.917,0.08,1.0,0.143,0
1.0,0.042,0.32,1.0,0.413,0
1.0,0.583,0.0,1.0,0.254,0
1.0,0.792,0.04,1.0,0.0,0
1.0,0.5,0.52,1.0,0.222,2
1.0,0.333,0.2,1.0,0.063,2
0.0,0.375,0.08,1.0,0.286,2
1.0,0.542,0.56,1.0,0.524,2
0.0,0.5,0.0,1.0,0.81,2
0.0,0.292,0.08,1.0,0.413,2
1.0,0.792,0.04,1.0,0.667,2
1.0,0.875,0.0,1.0,0.127,1
1.0,0.708,0.44,1.0,0.206,1
1.0,0.792,0.56,1.0,0.238,1
0.0,0.667,0.68,1.0,0.651,1
1.0,0.542,0.88,1.0,0.222,1
1.0,0.958,1.0,1.0,0.286,1
1.0,0.333,0.92,1.0,0.27,1
1.0,0.458,0.28,1.0,0.333,1
1.0,0.333,0.2,1.0,0.032,1
1.0,0.875,0.0,1.0,0.619,1
1.0,0.25,0.4,1.0,0.429,0
1.0,0.375,0.08,1.0,0.254,0
1.0,0.917,0.08,1.0,0.127,0
1.0,0.667,0.68,1.0,0.413,0
1.0,0.625,0.76,1.0,0.19,0
1.0,0.083,0.04,1.0,0.54,0
1.0,0.75,0.12,1.0,0.111,0
1.0,0.917,0.08,1.0,0.333,0
1.0,0.083,0.04,1.0,0.365,0
1.0,0.375,0.08,1.0,0.143,0
0.0,0.708,0.24,1.0,0.714,0
1.0,0.875,0.0,1.0,0.762,0
1.0,0.042,0.36,1.0,0.381,0
