0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,label
0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,0.106,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.205,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.001,0.001,1
0.0,0.0,0.049,0.0,0.038,0.043,0.034,0.0,0.0,0.0,0.046,0.012,0.022,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.02,0.0,0.0,0.0,0.001,0.012,1
0.0,0.048,0.067,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.017,0.0,0.153,0.111,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.024,0.0,0.0,0.002,0.006,0.016,1
0.0,0.0,0.0,0.0,0.09,0.0,0.124,0.0,0.0,0.05,0.345,0.0,0.162,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,1
0.0,0.0,0.278,0.0,0.071,0.06,0.0,0.032,0.0,0.039,0.0,0.036,0.0,0.0,0.0,0.267,0.0,0.0,0.171,0.0,0.257,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.011,0.0,0.0,0.001,0.002,0.013,1
0.0,0.029,0.082,0.0,0.127,0.0,0.058,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.091,0.023,0.114,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.018,0.01,0.0,0.004,0.005,0.016,1
0.0,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.003,0.003,0.007,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.062,0.0,0.031,0.009,0.029,1
0.0,0.0,0.108,0.0,0.111,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.041,0.0,0.052,0.041,0.168,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.014,0.0,0.0,0.0,0.0,0.004,1
0.0,0.044,0.0,0.0,0.159,0.053,0.0,0.0,0.059,0.0,0.0,0.065,0.0,0.0,0.288,0.031,0.043,0.35,0.118,0.0,0.172,0.0,0.057,0.05,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.002,0.083,0.0,0.002,0.009,0.012,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.022,0.0,0.0,0.003,0.001,0.001,1
0.011,0.005,0.02,0.0,0.076,0.009,0.021,0.002,0.105,0.0,0.038,0.049,0.004,0.0,0.0,0.0,0.003,0.014,0.111,0.006,0.141,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.004,0.008,0.008,0.003,0.001,0.007,0.143,1
0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.041,0.0,0.025,0.0,0.0,0.004,0.001,0.002,1
0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.058,0.0,0.128,0.062,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.021,0.0,0.0,0.0,0.0,0.004,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.02,0.0,0.012,0.033,0.0,0.004,0.002,0.005,1
0.011,0.005,0.02,0.0,0.076,0.009,0.021,0.002,0.105,0.0,0.038,0.049,0.004,0.0,0.0,0.0,0.003,0.014,0.111,0.006,0.141,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.004,0.008,0.008,0.003,0.001,0.007,0.142,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.02,0.0,0.012,0.033,0.0,0.004,0.002,0.005,1
0.0,0.0,0.0,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.001,0.001,0.003,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.011,0.0,0.0,0.003,0.001,0.002,1
0.0,0.0,0.0,0.0,0.065,0.0,0.089,0.0,0.0,0.0,0.249,0.067,0.0,0.0,0.0,0.032,0.182,0.0,0.069,0.287,0.117,0.0,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.003,0.0,0.0,0.002,0.007,0.008,1
0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.0,0.0,0.164,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.001,0.001,0.004,1
0.0,0.0,0.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0,0.065,0.0,0.0,0.003,0.001,0.003,1
0.0,0.0,0.0,0.0,0.189,0.046,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.014,0.0,0.0,0.187,0.0,0.243,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.015,0.0,0.0,0.001,0.006,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.001,0.0,0.001,1
0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.061,0.0,0.0,0.0,0.033,0.0,0.0,0.075,0.0,0.0,0.109,0.0,0.0,0.0,0.034,0.0,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.003,0.003,0.017,1
0.0,0.0,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.048,0.0,0.0,0.002,0.001,0.002,1
0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.045,0.0,0.027,0.0,0.0,0.003,0.001,0.002,1
0.0,0.0,0.094,0.0,0.146,0.0,0.066,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.024,0.136,0.0,0.13,0.0,0.219,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.008,0.0,0.015,0.041,0.0,0.004,0.008,0.015,1
0.0,0.034,0.094,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.024,0.0,0.107,0.078,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.03,0.0,0.0,0.002,0.006,0.012,1
0.0,0.029,0.325,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.021,0.0,0.091,0.111,0.0,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.007,0.0,0.023,0.0,0.0,0.003,0.012,0.018,1
0.066,0.0,0.0,0.0,0.061,0.156,0.0,0.221,0.0,0.0,0.0,0.031,0.276,0.0,0.0,0.0,0.0,0.033,0.147,0.0,0.055,0.0,0.055,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.006,0.034,0.0,0.001,0.003,0.014,1
0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.034,0.0,0.021,0.0,0.0,0.003,0.001,0.002,1
0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.036,0.0,0.022,0.0,0.0,0.003,0.001,0.002,1
0.0,0.0,0.108,0.0,0.111,0.0,0.025,0.0,0.0,0.0,0.0,0.019,0.166,0.0,0.041,0.0,0.052,0.041,0.168,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.013,0.0,0.0,0.0,0.0,0.004,1
0.0,0.0,0.0,0.0,0.052,0.0,0.036,0.047,0.0,0.014,0.1,0.054,0.0,0.0,0.0,0.013,0.218,0.029,0.097,0.114,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.025,0.006,0.007,0.001,0.004,0.021,1
0.033,0.032,0.206,0.0,0.045,0.0,0.0,0.163,0.114,0.041,0.0,0.093,0.054,0.0,0.068,0.0,0.0,0.0,0.217,0.0,0.136,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.026,0.0,0.041,0.011,0.0,0.004,0.013,0.049,1
0.04,0.0,0.035,0.0,0.157,0.061,0.008,0.005,0.011,0.007,0.023,0.056,0.054,0.006,0.0,0.0,0.101,0.007,0.242,0.013,0.098,0.0,0.154,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.003,0.0,0.0,0.0,0.002,0.005,0.0,0.0,0.028,0.0,0.001,0.001,0.028,1
0.108,0.0,0.194,0.0,0.0,0.168,0.0,0.0,0.0,0.054,0.379,0.256,0.088,0.0,0.0,0.248,0.139,0.0,0.186,0.0,0.179,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.005,0.0,0.0,0.0,0.001,0.006,1
0.101,0.021,0.09,0.0,0.005,0.02,0.007,0.025,0.082,0.041,0.096,0.1,0.101,0.123,0.0,0.013,0.06,0.002,0.172,0.0,0.131,0.0,0.193,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.007,0.0,0.01,0.126,0.008,0.004,0.019,0.192,1
0.101,0.032,0.051,0.0,0.0,0.056,0.008,0.03,0.0,0.062,0.149,0.075,0.142,0.0,0.059,0.013,0.0,0.029,0.187,0.0,0.059,0.0,0.035,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.009,0.0,0.009,0.038,0.004,0.003,0.004,0.057,1
0.0,0.134,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.002,1
0.161,0.025,0.214,0.0,0.0,0.124,0.1,0.098,0.068,0.02,0.0,0.037,0.0,0.0,0.0,0.054,0.05,0.04,0.117,0.12,0.197,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.015,0.055,0.0,0.002,0.003,0.011,1
0.013,0.008,0.151,0.0,0.019,0.054,0.052,0.0,0.011,0.0,0.0,0.066,0.045,0.0,0.027,0.0,0.0,0.013,0.089,0.003,0.063,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.009,0.003,0.0,0.008,0.012,0.0,0.001,0.004,0.047,1
0.0,0.088,0.0,0.0,0.0,0.214,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.02,0.0,0.006,0.099,0.0,0.003,0.002,0.004,1
0.161,0.025,0.143,0.0,0.0,0.124,0.1,0.099,0.068,0.02,0.0,0.037,0.0,0.0,0.0,0.055,0.05,0.04,0.117,0.121,0.198,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.015,0.055,0.0,0.002,0.003,0.011,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.058,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.001,0.003,0.007,1
0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.146,0.0,0.195,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.025,0.0,0.019,0.01,0.003,0.002,0.006,0.009,1
0.0,0.0,0.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.003,1
0.0,0.032,0.088,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.023,0.0,0.1,0.073,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.002,0.006,0.013,1
